Date,Startup,Industry,SubVertical,Location,Investors,Round,AmountInCrores,URL,CleanedStartup,StandardizedStartup,InvestorsCleaned,Year
2016-04-15,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,258.18,https://www.nestaway.com/,nestaway,nestaway,['tiger global'],2016.0
2016-04-15,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,,http://www.blueboxmedia.co/,blue box media,blue box media,"['mahavir pratap sharma', 'ajay data', 'yogesh chaudhary', 'sanjay phophaliya', 'siddharth agarwal', 'kamal kothari']",2016.0
2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,1.2909,,tapchief,tapchief,['vijay shekhar sharma'],2016.0
2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,129.09,,vyomo,vyomo,['naturals salon chain'],2016.0
2016-04-15,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,,http://www.mindyourfleet.com/,mind your fleet,mind your fleet,['undisclosed investors'],2016.0
2016-04-15,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,8.606,https://www.renewbuy.com/,renewbuy,renewbuy,['mount nathan advisors'],2016.0
2016-04-14,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,0.8606,,beaconstalk,beaconstalk,"['rajeev agrawal', 'prashant gooty']",2016.0
2016-04-14,Wedwise,Consumer Internet,Wedding related services community,New Delhi,StartUp Equity Partners,Seed Funding,,https://www.facebook.com/wedwise/,wedwise,wedwise,['startup equity partners'],2016.0
2016-04-13,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,8.606,https://www.legalraasta.com/,legalraasta,legalraasta,"['pravin khandelwal', 'yatin kumar jain']",2016.0
2016-04-13,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,1.2909,http://www.raincan.com/,raincan,raincan,['dr aniruddha malpani'],2016.0
2016-04-13,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,2.1515,http://hippily.com/,hippily,hippily,"['dr sridhar ramaswamy', 'rakesh mathur']",2016.0
2016-04-13,kredX,eCommerce,Invoice discounting  Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,6.4545,https://www.kredx.com/,kredx,kredx,"['prime venture partners', '']",2016.0
2016-04-12,Indi.com,Consumer Internet,Video Social Network,,Anil Kapoor,Seed Funding,,http://indi.com/,indicom,indicom,['anil kapoor'],2016.0
2016-04-12,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,,https://www.lendenclub.com/,lendenclub,lendenclub,"['anirudh damani', 'daud ali', 'narendra karnavat', 'vikas kapoor', 'vikram lakhotia', 'krishna jhunjhunwaala', 'jayesh shah']",2016.0
2016-04-12,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,,http://happydemic.com/,happydemic,happydemic,['shaan'],2016.0
2016-04-12,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,8.606,,magicx,magicx,"['kris gopalakrishnan', 'dr ranjan pai']",2016.0
2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,1.7212,,living local,living local,['rattan chadha'],2016.0
2016-04-11,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,2.5818,https://priceraja.com/,priceraja,priceraja,['prashant puri'],2016.0
2016-04-11,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,,http://vegfru.com/,vegfru,vegfru,['wingify'],2016.0
2016-04-11,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,860.6,https://www.oyorooms.com/,oyo,oyo,"['softbank', 'sequoia capital', 'lightspeed venture partners', 'greenoaks capital', 'dsg consumer partners and venture nursery']",2016.0
2016-04-08,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,0.34424,,imedilane,imedilane,"['mahendra patel', 'nilender chauhan']",2016.0
2016-04-08,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"IDG, Indian Angel Network",Seed Funding,,https://lbb.in/delhi/,little black book,little black book,"['idg', 'indian angel network']",2016.0
2016-04-08,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,,http://vahan.co/,vahan,vahan,['villgro'],2016.0
2016-04-07,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,,,truly social,truly social,['nazara technologies pvt ltd'],2016.0
2016-04-06,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Equity,8.606,http://petoo.in/,petoo,petoo,['axilor ventures'],2016.0
2016-04-06,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L’Occitane,Private Equity,51.636,http://www.myglamm.com/,myglamm,myglamm,['loccitane'],2016.0
2016-04-06,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding,4.303,,gear6,gear6,['ninestarter'],2016.0
2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,8.606,http://www.shipsy.in/,shipsy,shipsy,['dtdc express ltd'],2016.0
2016-04-05,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,Mukesh Bansal,Seed Funding,,,cult fitness,cult fitness,['mukesh bansal'],2016.0
2016-04-05,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,,http://servify.in/,servify,servify,"['blume ventures', 'barkawi holdings gmbh', 'tm service technology holdings gmbh']",2016.0
2016-04-05,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,,http://haptik.co/,haptik,haptik,['times internet ltd'],2016.0
2016-04-04,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,,http://www.housing.com,housing,housing,['vineet singh'],2016.0
2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,215.15,http://www.hungama.com,hungama,hungama,['xiaomi inc'],2016.0
2016-04-04,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,,,roll mafia,roll mafia,['equentia natural resource other undisclosed investors'],2016.0
2016-04-04,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,,http://highwaydelite.com/,highway delite,highway delite,['ns raghavan centre for entrepreneurial learning'],2016.0
2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,23.2362,http://www.dilmil.co/,dil mil,dil mil,"['nelstone ventures', 'transmedia capital', 'maiden lane ventures', 'csc upshot angel investors']",2016.0
2016-04-01,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,,http://www.process9.com/,process 9,process 9,"['indian angel network', 'alok sharma', 'kris gopalakrishnan', 'saurabh srivastava', 'and ajai chowdhry']",2016.0
2016-04-01,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,,http://picsdream.com/,picsdream,picsdream,['raman roy'],2016.0
2016-03-31,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Funding,,http://transcell.in/,transcell,transcell,['indian angel network'],2016.0
2016-03-31,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,,http://www.switchme.in/,switchme,switchme,"['mohandas pai', 'hiro mashita', 'singapore angel network', '500 startups', 'rajan anandan', 'ajay sarupria']",2016.0
2016-03-30,Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,3.4424,http://www.touchkin.com/,touchkin,touchkin,"['alok mittal', 'amit gupta', 'anuj srivastava', 'himanshu aggarwal', 'raghunandan g', 'puneet agarwal']",2016.0
2016-03-30,True Balance,Technology,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Private Equity,,http://truebalance.io/,true balance,true balance,['softbank ventures korea'],2016.0
2016-03-29,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,40.4482,http://www.vfpfinancial.com/,veritas finance,veritas finance,['sarva capital'],2016.0
2016-03-29,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,Robin Utthappa,Seed Funding,,http://www.healtheminds.com/,healtheminds,healtheminds,['robin utthappa'],2016.0
2016-03-29,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,2.5818,http://babygogo.in/,babygogo,babygogo,"['rajul garg', 'daljit singh', 'aditya vij', 'kishore kumar', 'shuchin bajaj']",2016.0
2016-03-29,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,4.303,,fixnix,fixnix,['jay vijayan'],2016.0
2016-03-29,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,1.7212,,qikship,qikship,['undisclosed investors'],2016.0
2016-03-28,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,2.5818,http://www.schoolkart.com/,schoolkart,schoolkart,['undisclosed investors'],2016.0
2016-03-24,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,1.2909,http://horntell.com/,horntell,horntell,"['bharanidharan viswanathan', 'sanjiv mittal', 'shobhit shukla', 'rahul agarwal']",2016.0
2016-03-23,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,2.5818,http://www.sproboticworks.com/,sp robotics,sp robotics,"['indian angel network', '']",2016.0
2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,4.303,http://www.wheelstreet.in/,wheelstreet,wheelstreet,['broadbean capital services'],2016.0
2016-03-23,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,2.83998,https://www.ekincare.com/,ekincare,ekincare,"['bitchemy ventures', 'maheshwari investments pvt ltd', 'anshoo gaur', 'rama krishna reddy', 'sandeep seerapu']",2016.0
2016-03-23,HashLearn,Consumer Internet,Mobile based private tutoring services,,"Bhavish Aggarwal, Binny Bansal,  Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,,http://now.hashlearn.com/,hashlearn,hashlearn,"['bhavish aggarwal', 'binny bansal', 'rajan anandan', 'mekin maheshwar', 'sunil kalra', 'anupam mittal', 'krishna mehra', 'singapore angel network']",2016.0
2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,0.8606,http://endlessrobotics.com/,endless robotics,endless robotics,"['devidas desai', 'vipul gautam', 'singapore angel network']",2016.0
2016-03-23,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,,http://www.stalkbuylove.com/,stalkbuylove,stalkbuylove,"['500 startups', 'littlerock', 'singularity ventures']",2016.0
2016-03-22,Byju’s,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,645.45,http://byjus.com/,byjus,byjus,"['sequoia india', 'sofina']",2016.0
2016-03-22,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,5.1636,http://www.drivojoy.com/,drivojoy,drivojoy,"['indian angel network', 'tracxn labs others']",2016.0
2016-03-22,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,GAIN,Seed Funding,,http://www.cityshor.com/,cityshor,cityshor,['gain'],2016.0
2016-03-22,BigBasket,eCommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,1290.9,http://www.bigbasket.com/choose-city/?next=/,bigbasket,bigbasket,['abraaj group'],2016.0
2016-03-22,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,,http://lifcare.in/,lifcare,lifcare,"['rajul garg', 'alok mittal', 'kunal shah', 'rishi mandawat', 'dheeraj jain', 'sandeep tandon', 'dexter angel circle']",2016.0
2016-03-22,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Sachin Tendulkar,Private Equity,,http://www.smartron.com/,smartron,smartron,['sachin tendulkar'],2016.0
2016-03-22,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,3.09816,https://www.creditseva.com/,creditseva,creditseva,"['pix vine capital', 'infocomm development authority of singapore']",2016.0
2016-03-21,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Unitus Seed Fund,Seed Funding,,http://www.oneclickwash.com/,oneclickwash,oneclickwash,['unitus seed fund'],2016.0
2016-03-21,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,,http://www.girnarsoft.com/,girnar software,girnar software,['google capital'],2016.0
2016-03-21,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,17.212,https://www.roomoncall.in/,room on call,room on call,['cashurdrive marketing pvt ltd'],2016.0
2016-03-19,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,0.25818,https://www.gosporto.com/,gosporto,gosporto,['naveen gupta'],2016.0
2016-03-18,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,12.909,http://www.hellocurry.com/,hello curry,hello curry,['sashi reddi other unnamed investors'],2016.0
2016-03-17,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,0.929448,,liftiee,liftiee,"['rannvijay singh', 'anita hassanandani']",2016.0
2016-03-17,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,6.8848,https://www.healthenablr.com/patients,healthenablr,healthenablr,['undisclosed investors'],2016.0
2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,1.97938,,qlivery,qlivery,['swastika company ltd'],2016.0
2016-03-17,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,1.7212,,pramati,pramati,['undisclosed investors'],2016.0
2016-03-16,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,,http://www.workindia.in/,workindia,workindia,['beenext'],2016.0
2016-03-16,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,2.1515,https://www.wealthy.in/,wealthy,wealthy,"['zishaan hayath', 'abhishek goyal', 'arjun and rohan malhotra', 'harpreet singh grover', 'gagan dugal']",2016.0
2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,1.54908,http://www.gapoon.com/,gapoon,gapoon,"['chandrashekar tallapragada', 'pankaj kapoor']",2016.0
2016-03-16,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,,http://www.avagmah.com/,avagmah,avagmah,"['kris gopalakrishnan', 'atul nishar']",2016.0
2016-03-15,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,2.1515,,withme,withme,"['alex kuruvilla', 'pradeep guha', 'saket dhankar', 'rajan pandhare']",2016.0
2016-03-15,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,1.2909,,proximit,proximit,['funding through 1crowd platform'],2016.0
2016-03-15,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,8.606,http://www.flipclass.com/,flipclass,flipclass,"['s chand and co pvt ltd', 'blume ventures']",2016.0
