Date,Startup,Industry,SubVertical,Location,Investors,Round,AmountInCrores,URL,CleanedStartup,StandardizedStartup,InvestorsCleaned,Year
2016-06-02,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,8.606,http://atomberg.com/,atomberg,atomberg,['parampara capital'],2016.0
2016-06-02,Visit,Consumer Internet,On-Demand Healthcare Service provider,New Delhi,MapmyIndia,Seed Funding,,https://getvisitapp.com/#1,visit,visit,['mapmyindia'],2016.0
2016-06-02,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,8.606,https://www.limoapp.in/,limo,limo,['rainmaker ventures'],2016.0
2016-06-01,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,,http://www.bridgei2i.com/,bridgei2i,bridgei2i,['edelweiss private equity'],2016.0
2016-06-01,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,,,chikoop,chikoop,['undisclosed investors'],2016.0
2016-05-31,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,76.5934,http://www.CCavenue.com,ccavenue,ccavenue,['nsi infinium global pvt ltd'],2016.0
2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,1.50605,http://www.Machadalo.com,machadalo,machadalo,['undisclosed investors'],2016.0
2016-05-31,Tpot,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Seed Funding,,http://www.tpot.in/,tpot,tpot,['ashish gupta'],2016.0
2016-05-31,Koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,37.8664,http://www.koovs.com,koovs,koovs,['ht media ltd'],2016.0
2016-05-31,1mg,eCommerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Equity,,https://www.1mg.com/,1mg,1mg,['hbm healthcare investments'],2016.0
2016-05-31,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,,,play your sport,play your sport,['ashish gupta and other undisclosed investors'],2016.0
2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,1.7212,,vahanalytics,vahanalytics,"['anirudh damani', 'vikram lakhotia']",2016.0
2016-05-27,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed Funding,,,pianta,pianta,"['kunal shah', 'sandeep tandon']",2016.0
2016-05-26,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,4.08785,http://m.mchamp.in/,mchamp,mchamp,['momagic technologies'],2016.0
2016-05-26,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,,http://consuremedical.com/,consure medical,consure medical,"['accel partners', 'indian angel network', 'india innovation fund india venture partners']",2016.0
2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,17.212,https://cleartax.in/,cleartax,cleartax,"['ff angel', 'sequoia capital']",2016.0
2016-05-25,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,0.8606,http://arcatron.com/,arcatron mobility,arcatron mobility,['sudhir mehta'],2016.0
2016-05-25,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,12.909,http://www.addresshealth.in/web/index.php/home,address health,address health,['gray matters capital'],2016.0
2016-05-25,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,,http://shethepeople.tv/,shethepeople,shethepeople,['anand mahindra'],2016.0
2016-05-25,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,,,roast,roast,['indian angel network'],2016.0
2016-05-24,Eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,,,eatonomist,eatonomist,['mcube capital advisors pvt ltd'],2016.0
2016-05-24,Goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,8.606,https://www.goalwise.com/,goalwise,goalwise,['undisclosed hnis'],2016.0
2016-05-23,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,,https://edurev.in/,edurev,edurev,['pradeep reddy kamasan'],2016.0
2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,0.765934,https://www.hoppingo.com/,hoppingo,hoppingo,['vcommission'],2016.0
2016-05-20,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,2.5818,https://www.i2ifunding.com/,i2ifunding,i2ifunding,['undisclosed investors'],2016.0
2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,4.303,https://twitter.com/veqta_sports,veqta,veqta,"['chatsworth management', 'itw digital']",2016.0
2016-05-19,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,4.303,http://taxivaxi.com/,taxivaxi,taxivaxi,['undisclosed hnis'],2016.0
2016-05-19,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,Ratan Tata,Private Equity,,http://Niki.ai,nikiai,nikiai,['ratan tata'],2016.0
2016-05-19,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,8.606,,appie,appie,['undisclosed investors'],2016.0
2016-05-18,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,0.8606,http://www.PurpleHealth.com,purplehealth,purplehealth,['katabole technology venture'],2016.0
2016-05-18,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,86.06,http://www.edupristine.com/,edupristine,edupristine,"['kaizen management advisors', 'devry inc']",2016.0
2016-05-18,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,,http://www.fundamentor.com/,fundamentor,fundamentor,['subramanya sv'],2016.0
2016-05-18,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,2.1515,https://www.thesmartq.com/,thesmartq,thesmartq,['yournest angel fund'],2016.0
2016-05-18,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,,https://mailtrack.io/trace/link/a7e84ed6c24cc7c76ee9e877852bfea0f6e6c536?url=http%3A%2F%2Fgm.ag%2Fx%2Fc%3Fc%3D214075%26l%3Dc6eeb22a-d72c-43e3-a708-b7c040fe3691%26r%3Da4754f51-c80c-4416-8fe4-df48afe7641d&signature=16964fa3e876145f,parentlane,parentlane,"['sujeet kumar', 'aprameya', 'sumit jain', 'subramanya venkat', 'venk', 'ravi machani', 'hitesh gupta', 'rohit choudhary']",2016.0
2016-05-18,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,8.606,http://bhiveworkspace.com/,bhiveworkspace,bhiveworkspace,['blume ventures'],2016.0
2016-05-17,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,,https://crownit.in/,crownit,crownit,"['undisclosed investors', 'accel partners', 'helion venture partners']",2016.0
2016-05-17,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,,http://murgency.com/,murgency,murgency,['rata tata'],2016.0
2016-05-17,Blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,,,blinge,blinge,"['anupam mittal', 'anuj srivastava', 'ankit nagori']",2016.0
2016-05-16,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,,,bedbathmore,bedbathmore,"['kinnevik group', 'rocket internet']",2016.0
2016-05-16,Smartivity,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,8.606,http://www.smartivity.in/,smartivity,smartivity,"['s chand', 'advantedge partners']",2016.0
2016-05-13,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,116.181,,stayzilla,stayzilla,"['matrix partners', 'nexus ventures']",2016.0
2016-05-13,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,18.9332,http://www.wowexpress.in/,wow express,wow express,['undisclosed investors tamarind family private trust'],2016.0
2016-05-12,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,,https://www.dreamwallets.com/,dream wallets,dream wallets,"['rakesh gupta', 'aditya aggarwal', 'siddharth banerjee', 'vikas ranjan', 'anshul jindal', 'sunil koul', 'and sanjeev agrawal']",2016.0
2016-05-12,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,4.303,https://unacademy.in/,unacademy,unacademy,"['blume ventures', 'rajan anandan', 'sumit jain', 'aprameya radhakrishna', 'sujeet kumar', 'phanindra sama']",2016.0
2016-05-12,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,215.15,http://www.capitalfloat.com/,capital float,capital float,"['creation investments capital management', 'saif partners', 'sequoia capital', 'aspada ventures']",2016.0
2016-05-12,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,1.2909,https://www.lifecircle.in/,life circle,life circle,['groupe sos'],2016.0
2016-05-12,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,,http://www.shabdanagari.in/,shabdnagari,shabdnagari,['ah ventures'],2016.0
2016-05-12,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,,https://galleri5.com/,galleri5,galleri5,"['phanindra sama', 'raghunandan g', '']",2016.0
2016-05-12,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,,https://derbii.com/,derbii,derbii,['anurag chauhan'],2016.0
2016-05-11,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,860.6,http://www.fractalanalytics.com/,fractal analytics,fractal analytics,['khazanah nasional berhad'],2016.0
2016-05-11,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,,http://Faircent.com,faircent,faircent,"['jm financial products ltd', 'arun tadanki', 'doreswamy nandkishore', 'kshitij jain']",2016.0
2016-05-11,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,7.7454,http://Zenify.in,zenify,zenify,['undisclosed investors'],2016.0
2016-05-10,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,51.636,http://healthifyme.com/,healthifyme,healthifyme,"['idg ventures india', 'inventus capital', 'blume ventures']",2016.0
2016-05-10,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,12.909,,zarget,zarget,"['accel partners', 'matrix partners', 'girish mathrubootham']",2016.0
2016-05-10,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,60.242,https://www.swiggy.com,swiggy,swiggy,"['norwest venture partners', 'dst global', 'accel partners']",2016.0
2016-05-10,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,12.909,http://www.Schoolwear.in,schoolwear,schoolwear,['undisclosed investors'],2016.0
2016-05-10,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,154.908,,innonano research,innonano research,['nanoholdings'],2016.0
2016-05-09,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,2.1515,https://www.rentickle.com/,rentickle,rentickle,"['manish kheterpal', 'vinay mittal', 'dinesh mittal', 'sandeep gupta']",2016.0
2016-05-09,Locus,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,23.6665,,locus,locus,"['exfinity venture partners', 'blume ventures', 'beenext', 'rajesh ranavat']",2016.0
2016-05-09,Toko Innovations,Consumer Internet,Children’s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,3.8727,http://tokoinnovationstudios.com/,toko innovations,toko innovations,"['roopak saluja', 'vishal khare']",2016.0
2016-05-07,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,0.64545,,zebroads,zebroads,['undisclosed investors'],2016.0
2016-05-06,Meesho,eCommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed Funding,,http://www.meesho.com/,meesho,meesho,['rajul garg others'],2016.0
2016-05-06,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,8.606,http://www.eduace.in/,eduace services,eduace services,['momagic technologies'],2016.0
2016-05-05,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,3.22725,http://www.weballigator.com/weballigator/indexweb.aspx,weballigator,weballigator,['group of undisclosed angel investors hnis'],2016.0
2016-05-05,Unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,,http://unbxd.com,unbxd,unbxd,"['idg ventures', 'inventus capital', 'indian angel network']",2016.0
2016-05-04,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,1.2909,http://www.mydentistchoice.com/,mydentistchoice,mydentistchoice,['undisclosed investors'],2016.0
2016-05-04,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,516.36,http://www.Lenskart.com,lenskart,lenskart,"['international finance corp', 'tpg growth', 'adveq management', 'idg ventures', 'ratan tata', 'kris gopalakrishnan']",2016.0
2016-05-04,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,103.272,http://www.seclore.com/,seclore,seclore,"['sistema asia fund', 'helion venture', 'ventureeast', 'india alternatives']",2016.0
2016-05-04,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,1.7212,http://www.comarete.com/,comarete,comarete,['grexin'],2016.0
2016-05-04,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,1.7212,http://solartown.in/,solartown,solartown,['grexin'],2016.0
2016-05-04,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,4.303,,affordplan,affordplan,['kalaari capital accelerator program'],2016.0
2016-05-04,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,4.303,https://www.indee.tv/,indee,indee,['kalaari capital accelerator program'],2016.0
2016-05-04,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,1.7212,,easyroads,easyroads,"['rohan angrish', 'hrishi oberoi', 'rahul mehta', 'kapil hetamsaria', 'pranav dedhia']",2016.0
2016-05-04,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,4.303,http://active.ai/,activeai,activeai,['kalaari capital accelerator program'],2016.0
2016-05-03,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,430.3,http://www.mobikwik.com,mobikwik,mobikwik,"['gmo payment gateway', 'mediatek']",2016.0
2016-05-03,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding,2.1515,http://zwayam.com/#/,zwayam,zwayam,['undisclosed investors'],2016.0
2016-05-03,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,,,boibanit,boibanit,['undisclosed investors'],2016.0
2016-05-03,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,,,idreamcareer,idreamcareer,['brand capital'],2016.0
2016-05-03,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,1.54908,,zuver,zuver,"['shruth smith group', 'hermes group']",2016.0
2016-05-03,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,,http://www.prepathon.com/,prepathon,prepathon,['blume ventures'],2016.0
2016-05-02,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,,http://www.airwood.in/,airwood,airwood,['startupxseed ventures'],2016.0
2016-05-01,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,1.24787,http://www.thingsmeet.com/,prescribez,prescribez,['ankush mehta'],2016.0
2016-05-01,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,3.235856,http://www.getmyparking.com/,get my parking,get my parking,['the chennai angels'],2016.0
2016-05-01,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,,http://www.motomojo.in/,motomojo,motomojo,"['niloufer dundh', 'fauzan rahim', 'balamurugan mani', '']",2016.0
2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding,4.303,https://www.impactguru.com/,impact guru,impact guru,"['rb investments', 'fundnel']",2016.0
2016-04-29,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,0.8606,https://letreach.com,letreach,letreach,['vcommission'],2016.0
2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,5.1636,http://theweddingbrigade.com/,the wedding brigade,the wedding brigade,['blume ventures other unnamed investors'],2016.0
2016-04-28,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,10.3272,https://www.docsapp.in/,docsapp,docsapp,"['rebright partners', 'anand rajaraman', 'venky harinarayan']",2016.0
2016-04-27,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed Funding,4.303,http://milkbasket.com/,milkbasket,milkbasket,['evc ventures'],2016.0
2016-04-27,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private Equity,,http://murgency.com/,murgency,murgency,['axilor ventures'],2016.0
2016-04-27,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,,Seed Funding,3.8727,http://www.ichrcloud.com/,ichr,ichr,[],2016.0
2016-04-27,RailYatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,,http://www.railyatri.in/,railyatri,railyatri,"['nandan nilekani', 'helion ventures', 'omidyar networks', 'blume ventures']",2016.0
2016-04-27,CareonGO,Consumer Internet,Online Pharmacy,,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,,http://www.careongo.com/,careongo,careongo,"['farooq oomerbhoy', 'anupam mittal', 'anand mittal', 'ravi garikipati', 'vibhu garg', 'singapore angel network', 'konglo ventures']",2016.0
2016-04-26,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,129.09,http://transerv.co.in/,transerv,transerv,"['idfc spice fund', 'micromax informatics']",2016.0
2016-04-26,Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,Private Equity,129.09,http://www.Roposo.com,roposo,roposo,['bertelsmann india investments'],2016.0
2016-04-26,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,11.1878,https://cleartax.in/,cleartax,cleartax,"['max levchin', 'scott banister']",2016.0
2016-04-25,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,,http://www.intouchapp.com/,intouchapp,intouchapp,['blume ventures'],2016.0
2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,1.7212,https://commut.co/,commut,commut,['50k ventures'],2016.0
2016-04-25,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,4.7333,http://www.dropkaffe.com/,dropkaffe,dropkaffe,"['growthstory', 'apurva salapuria', 'hitesh oberoi', 'sidharth pansari', 'nirupa shankar']",2016.0
2016-04-22,Licious,eCommerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,Private Equity,25.818,http://www.licious.in/,licious,licious,['mayfield india ii management ltd'],2016.0
2016-04-22,TOKO Innovation Studios,Consumer Internet,Children’s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Funding,3.8727,http://tokoinnovationstudios.com/,toko innovation studios,toko innovation studios,['indian angel network'],2016.0
2016-04-22,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,,https://www.knolskape.com/,knolskae,knolskae,"['inventus capital partners', 'hr fund']",2016.0
2016-04-22,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private Equity,,http://www.druva.com/,druva,druva,"['ntt finance', 'telephone corporation']",2016.0
2016-04-21,Advanced Structures India,Auto,Automotive Design and Engineering company,Bangalore,GirnarSoft,Private Equity,,http://www.advancedstructures.in/,advanced structures india,advanced structures india,['girnarsoft'],2016.0
2016-04-21,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,,,mishtag,mishtag,"['my partners', 'svg media', 'anthil ventures others']",2016.0
2016-04-21,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,,http://www.mpaani.com/,mpaani,mpaani,"['blume ventures', 'adil allana', 'aprameya radhakrishna', 'gautam ivatury', 'signal point partners']",2016.0
2016-04-21,Yufta,eCommerce,hyperlocal fashion retail platform,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,,https://www.yufta.com/,yufta,yufta,['ajay data undisclosed hnis'],2016.0
2016-04-20,1mg,eCommerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,129.09,https://www.1mg.com/,1mg,1mg,"['maverick capital ventures', 'sequoia capital', 'omidyar network']",2016.0
2016-04-20,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,,http://www.fashalot.com/,fashalot,fashalot,"['yournest angel fund', 'rajul garg']",2016.0
2016-04-20,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Undisclosed Angel investors & HNIs,Seed Funding,,https://broomberg.in/,broomberg,broomberg,['undisclosed angel investors hnis'],2016.0
2016-04-19,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,RN Agarwal,Seed Funding,,,oyofit,oyofit,['rn agarwal'],2016.0
2016-04-19,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Man Capital,Private Equity,17.212,http://CollegeDekho.com,collegedekho,collegedekho,['man capital'],2016.0
2016-04-19,Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,12.909,https://www.betaout.com/,betaout,betaout,"['stanford angels', 'letsventure', 'chennai angels', 'hyderabad angels', 'mumbai angels']",2016.0
2016-04-19,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding,3.8727,,driverscart,driverscart,['ah ventures'],2016.0
2016-04-19,LensKart,eCommerce,Eyewear etailing platform,New Delhi,Ratan Tata,Private Equity,,http://www.lenskart.com/,lenskart,lenskart,['ratan tata'],2016.0
2016-04-19,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Brand Capital,Private Equity,,http://www.simplilearn.com/,simplilearn,simplilearn,['brand capital'],2016.0
2016-04-19,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,India Educational Investment Fund,Private Equity,,https://www.oliveboard.in/,oliveboard,oliveboard,['india educational investment fund'],2016.0
2016-04-18,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,,http://rapido.bike/,rapido,rapido,"['pawan munjal', 'advantedge partners', 'astarc ventures']",2016.0
2016-04-18,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,,http://www.torkmotorcycles.com/,tork motocycles,tork motocycles,"['bhavish aggarwal', 'ankit bhati']",2016.0
2016-04-18,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,,,houssup,houssup,"['mitin patel', 'gaurav agarwal']",2016.0
2016-04-18,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,86.06,https://www.jugnoo.in/#/,jugnoo,jugnoo,['paytm existing investors'],2016.0
2016-04-18,Yufta,eCommerce,Women’s Fashion ECommerce Portal,Bangalore,Ajay Data & other HNIs,Seed Funding,,https://www.yufta.com/,yufta,yufta,['ajay data other hnis'],2016.0
2016-04-18,Smytten,eCommerce,Online Discovery and Shopping Platform,Gurgaon,Rajan Anandan,Seed Funding,,http://smytten.com/,smytten,smytten,['rajan anandan'],2016.0
2016-04-15,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,,http://organicshop.in/,organicshop,organicshop,"['vivek nathani', 'yogesh chaudhary', 'mahavir pratap sharma', 'kamal kothari', 'h c jain']",2016.0
2016-04-15,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,,http://www.deal4loans.com/,deal 4loans,deal 4loans,"['ram shriram', 'neeraj arora', 'puru vashishtha']",2016.0
